GENESIS-Tabelle: 12411-0006
Bevölkerung: Deutschland, Stichtag, Altersjahre,;;;;
Nationalität/Geschlecht/Familienstand;;;;
Fortschreibung des Bevölkerungsstandes;;;;
Deutschland;;;;
Bevölkerungsstand (Anzahl);;;;
;;Geschlecht;Geschlecht;Geschlecht
31.12.2008;47-Jährige;703370;682092;1385462
31.12.2008;48-Jährige;683137;663918;1347055
31.12.2008;49-Jährige;661424;642994;1304418
31.12.2008;50-Jährige;627430;610172;1237602
31.12.2008;51-Jährige;613173;598656;1211829
31.12.2008;52-Jährige;596236;585719;1181955
31.12.2008;53-Jährige;576007;571166;1147173
31.12.2008;54-Jährige;561709;566203;1127912
31.12.2008;55-Jährige;541797;550820;1092617
31.12.2008;56-Jährige;541674;552396;1094070
31.12.2008;57-Jährige;529881;541400;1071281
31.12.2008;58-Jährige;531872;544471;1076343
31.12.2008;59-Jährige;514517;523388;1037905
31.12.2008;60-Jährige;472238;479413;951651
31.12.2008;61-Jährige;441313;452833;894146
31.12.2008;62-Jährige;384430;396174;780604
31.12.2008;63-Jährige;335787;353388;689175
31.12.2008;64-Jährige;445219;467936;913155
31.12.2008;65-Jährige;450607;474561;925168
31.12.2008;66-Jährige;434892;462540;897432
31.12.2008;67-Jährige;520269;561795;1082064
31.12.2008;68-Jährige;540863;593661;1134524
31.12.2008;69-Jährige;522969;582400;1105369
31.12.2008;70-Jährige;480629;542602;1023231
31.12.2008;71-Jährige;439812;505428;945240
31.12.2008;72-Jährige;416391;490932;907323
31.12.2008;73-Jährige;390828;469867;860695
31.12.2008;74-Jährige;352146;433621;785767
31.12.2008;75-Jährige;273460;346628;620088
31.12.2008;76-Jährige;260888;341760;602648
31.12.2008;77-Jährige;253724;344411;598135
31.12.2008;78-Jährige;252764;357176;609940
31.12.2008;79-Jährige;230431;339846;570277
31.12.2008;80-Jährige;214730;327993;542723
31.12.2008;81-Jährige;180428;303697;484125
31.12.2008;82-Jährige;155470;295043;450513
31.12.2008;83-Jährige;134585;283912;418497
31.12.2008;84-Jährige;106415;256463;362878
31.12.2008;85 Jahre und mehr;471359;1331017;1802376
31.12.2008;Insgesamt;40184283;41818073;82002356
31.12.2009;unter 1 Jahr;341123;324028;665151
31.12.2009;1-Jährige;352496;335300;687796
31.12.2009;2-Jährige;354013;335497;689510
31.12.2009;3-Jährige;348209;329431;677640
31.12.2009;4-Jährige;353611;335900;689511
31.12.2009;5-Jährige;363021;344710;707731
31.12.2009;6-Jährige;363189;344835;708024
31.12.2009;7-Jährige;369941;351142;721083
31.12.2009;8-Jährige;378865;359693;738558
31.12.2009;9-Jährige;394905;377426;772331
31.12.2009;10-Jährige;397927;376432;774359
31.12.2009;11-Jährige;405875;385436;791311
31.12.2009;12-Jährige;418950;397892;816842
31.12.2009;13-Jährige;412504;390828;803332
31.12.2009;14-Jährige;399788;379667;779455
31.12.2009;15-Jährige;405817;384304;790121
31.12.2009;16-Jährige;422610;400814;823424
31.12.2009;17-Jährige;433153;412361;845514
31.12.2009;18-Jährige;452063;429953;882016
31.12.2009;19-Jährige;500389;475608;975997
31.12.2009;20-Jährige;497757;476721;974478
31.12.2009;21-Jährige;516318;494025;1010343
31.12.2009;22-Jährige;509209;487256;996465
31.12.2009;23-Jährige;503040;485301;988341
31.12.2009;24-Jährige;490329;474501;964830
31.12.2009;25-Jährige;491859;475965;967824
31.12.2009;26-Jährige;496870;482477;979347
31.12.2009;27-Jährige;511612;496423;1008035
31.12.2009;28-Jährige;508608;498097;1006705
31.12.2009;29-Jährige;513919;502590;1016509
31.12.2009;30-Jährige;490330;479041;969371
31.12.2009;31-Jährige;484914;472793;957707
31.12.2009;32-Jährige;480962;469596;950558
31.12.2009;33-Jährige;474704;463573;938277
31.12.2009;34-Jährige;464014;451330;915344
31.12.2009;35-Jährige;470024;459908;929932
31.12.2009;36-Jährige;475890;465498;941388
31.12.2009;37-Jährige;524311;509963;1034274
31.12.2009;38-Jährige;580988;561491;1142479
31.12.2009;39-Jährige;609493;586506;1195999
31.12.2009;40-Jährige;656581;628623;1285204
31.12.2009;41-Jährige;688729;658758;1347487
31.12.2009;42-Jährige;705821;676304;1382125
31.12.2009;43-Jährige;726163;694090;1420253
31.12.2009;44-Jährige;733391;696120;1429511
31.12.2009;45-Jährige;744291;709974;1454265
31.12.2009;46-Jährige;738914;707289;1446203
31.12.2009;47-Jährige;713714;687370;1401084
31.12.2009;48-Jährige;699654;680622;1380276
31.12.2009;49-Jährige;679340;662142;1341482
31.12.2009;50-Jährige;657540;641315;1298855
31.12.2009;51-Jährige;623565;608499;1232064
31.12.2009;52-Jährige;609034;596823;1205857
31.12.2009;53-Jährige;591888;583856;1175744
31.12.2009;54-Jährige;571611;569076;1140687
31.12.2009;55-Jährige;557049;563944;1120993
31.12.2009;56-Jährige;537122;548498;1085620
31.12.2009;57-Jährige;536565;549820;1086385
31.12.2009;58-Jährige;524646;538612;1063258
31.12.2009;59-Jährige;526114;541542;1067656
31.12.2009;60-Jährige;508248;520044;1028292
31.12.2009;61-Jährige;466155;476138;942293
31.12.2009;62-Jährige;435203;449505;884708
31.12.2009;63-Jährige;378607;393103;771710
31.12.2009;64-Jährige;330247;350344;680591
31.12.2009;65-Jährige;437521;463951;901472
31.12.2009;66-Jährige;442578;470036;912614
31.12.2009;67-Jährige;426616;457964;884580
31.12.2009;68-Jährige;509671;556071;1065742
31.12.2009;69-Jährige;529015;587086;1116101
31.12.2009;70-Jährige;510422;575380;1085802
31.12.2009;71-Jährige;468385;535445;1003830
31.12.2009;72-Jährige;427391;497957;925348
31.12.2009;73-Jährige;403518;482874;886392
31.12.2009;74-Jährige;377500;461052;838552
31.12.2009;75-Jährige;338674;424591;763265
31.12.2009;76-Jährige;261773;338072;599845
31.12.2009;77-Jährige;248573;332456;581029
31.12.2009;78-Jährige;240357;333603;573960
31.12.2009;79-Jährige;238101;344416;582517
31.12.2009;80-Jährige;215399;326018;541417
31.12.2009;81-Jährige;199384;312767;512151
31.12.2009;82-Jährige;166039;287661;453700
31.12.2009;83-Jährige;141915;277077;418992
31.12.2009;84-Jährige;121630;264005;385635
31.12.2009;85 Jahre und mehr;495352;1373446;1868798
31.12.2009;Insgesamt;40103606;41698651;81802257
31.12.2010;unter 1 Jahr;347291;330942;678233
31.12.2010;1-Jährige;343878;326736;670614
31.12.2010;2-Jährige;353694;336424;690118
31.12.2010;3-Jährige;354795;336393;691188
31.12.2010;4-Jährige;348845;330122;678967
31.12.2010;5-Jährige;354135;336366;690501
31.12.2010;6-Jährige;363039;344730;707769
31.12.2010;7-Jährige;363418;345167;708585
31.12.2010;8-Jährige;370412;351567;721979
31.12.2010;9-Jährige;379376;360135;739511
31.12.2010;10-Jährige;395340;377989;773329
31.12.2010;11-Jährige;398450;376939;775389
31.12.2010;12-Jährige;406415;385914;792329
31.12.2010;13-Jährige;419616;398502;818118
31.12.2010;14-Jährige;413187;391384;804571
31.12.2010;15-Jährige;400693;380376;781069
31.12.2010;16-Jährige;407439;385429;792868
31.12.2010;17-Jährige;423980;401771;825751
31.12.2010;18-Jährige;435565;414616;850181
31.12.2010;19-Jährige;456152;434373;890525
31.12.2010;20-Jährige;505434;481665;987099
31.12.2010;21-Jährige;502938;482396;985334
31.12.2010;22-Jährige;521333;498686;1020019
31.12.2010;23-Jährige;514675;491631;1006306
31.12.2010;24-Jährige;508054;489179;997233
31.12.2010;25-Jährige;494790;477106;971896
31.12.2010;26-Jährige;495595;478024;973619
31.12.2010;27-Jährige;499550;484116;983666
31.12.2010;28-Jährige;513943;497789;1011732
31.12.2010;29-Jährige;510581;499092;1009673
31.12.2010;30-Jährige;515577;503522;1019099
31.12.2010;31-Jährige;491924;479744;971668
31.12.2010;32-Jährige;485901;473763;959664
31.12.2010;33-Jährige;482020;470337;952357
31.12.2010;34-Jährige;475485;464293;939778
31.12.2010;35-Jährige;464681;451911;916592
31.12.2010;36-Jährige;470865;460313;931178
31.12.2010;37-Jährige;476085;465648;941733
31.12.2010;38-Jährige;524490;510062;1034552
31.12.2010;39-Jährige;581073;561716;1142789
31.12.2010;40-Jährige;609295;586579;1195874
31.12.2010;41-Jährige;656427;628655;1285082
31.12.2010;42-Jährige;688072;658459;1346531
31.12.2010;43-Jährige;705166;676106;1381272
31.12.2010;44-Jährige;725180;693636;1418816
31.12.2010;45-Jährige;731959;695571;1427530
31.12.2010;46-Jährige;742737;709414;1452151
31.12.2010;47-Jährige;737008;706301;1443309
31.12.2010;48-Jährige;711575;686377;1397952
31.12.2010;49-Jährige;697302;679481;1376783
31.12.2010;50-Jährige;676694;660821;1337515
31.12.2010;51-Jährige;654642;639936;1294578
31.12.2010;52-Jährige;620500;607133;1227633
31.12.2010;53-Jährige;605750;595158;1200908
31.12.2010;54-Jährige;588296;582045;1170341
31.12.2010;55-Jährige;567678;567198;1134876
31.12.2010;56-Jährige;553081;561824;1114905
31.12.2010;57-Jährige;532758;546330;1079088
31.12.2010;58-Jährige;531867;547492;1079359
31.12.2010;59-Jährige;519662;536125;1055787
31.12.2010;60-Jährige;520533;538473;1059006
31.12.2010;61-Jährige;502297;516862;1019159
31.12.2010;62-Jährige;460385;472852;933237
31.12.2010;63-Jährige;429163;446275;875438
31.12.2010;64-Jährige;372612;389985;762597
31.12.2010;65-Jährige;324635;347099;671734
31.12.2010;66-Jährige;429930;459736;889666
31.12.2010;67-Jährige;434219;465565;899784
31.12.2010;68-Jährige;418326;453304;871630
31.12.2010;69-Jährige;498967;550130;1049097
31.12.2010;70-Jährige;516701;580197;1096898
31.12.2010;71-Jährige;497807;568086;1065893
31.12.2010;72-Jährige;455661;527980;983641
31.12.2010;73-Jährige;414821;490097;904918
31.12.2010;74-Jährige;390102;474170;864272
31.12.2010;75-Jährige;363628;451590;815218
31.12.2010;76-Jährige;324896;414516;739412
31.12.2010;77-Jährige;249832;328934;578766
31.12.2010;78-Jährige;235980;322104;558084
31.12.2010;79-Jährige;226707;321904;548611
31.12.2010;80-Jährige;222904;330865;553769
31.12.2010;81-Jährige;200258;311284;511542
31.12.2010;82-Jährige;183729;296543;480272
31.12.2010;83-Jährige;152112;270480;422592
31.12.2010;84-Jährige;128630;258162;386792
31.12.2010;85 Jahre und mehr;531227;1420475;1951702
31.12.2010;Insgesamt;40112425;41639177;81751602
31.12.2011;unter 1 Jahr;337491;320841;658332
31.12.2011;1-Jährige;347809;331427;679236
31.12.2011;2-Jährige;343588;325991;669579
31.12.2011;3-Jährige;353487;336204;689691
31.12.2011;4-Jährige;354101;335647;689748
31.12.2011;5-Jährige;348046;329292;677338
31.12.2011;6-Jährige;352481;334787;687268
31.12.2011;7-Jährige;362049;343904;705953
31.12.2011;8-Jährige;362379;344265;706644
31.12.2011;9-Jährige;369640;350483;720123
31.12.2011;10-Jährige;379094;358677;737771
31.12.2011;11-Jährige;395373;375808;771181
31.12.2011;12-Jährige;397227;376312;773539
31.12.2011;13-Jährige;405287;385472;790759
31.12.2011;14-Jährige;418001;397843;815844
31.12.2011;15-Jährige;411488;390419;801907
31.12.2011;16-Jährige;399529;379122;778651
31.12.2011;17-Jährige;405181;384207;789388
31.12.2011;18-Jährige;420300;399178;819478
31.12.2011;19-Jährige;428585;409937;838522
31.12.2011;20-Jährige;449237;430391;879628
31.12.2011;21-Jährige;497885;476995;974880
31.12.2011;22-Jährige;494404;475624;970028
31.12.2011;23-Jährige;512860;492088;1004948
31.12.2011;24-Jährige;506758;485835;992593
31.12.2011;25-Jährige;499365;483393;982758
31.12.2011;26-Jährige;484494;470021;954515
31.12.2011;27-Jährige;485568;471646;957214
31.12.2011;28-Jährige;489574;477411;966985
31.12.2011;29-Jährige;502860;491075;993935
31.12.2011;30-Jährige;498101;492539;990640
31.12.2011;31-Jährige;499241;495397;994638
31.12.2011;32-Jährige;477058;473287;950345
31.12.2011;33-Jährige;472233;467930;940163
31.12.2011;34-Jährige;469563;464605;934168
31.12.2011;35-Jährige;460545;458118;918663
31.12.2011;36-Jährige;449668;445255;894923
31.12.2011;37-Jährige;456093;454315;910408
31.12.2011;38-Jährige;461806;459567;921373
31.12.2011;39-Jährige;504448;499631;1004079
31.12.2011;40-Jährige;559335;551398;1110733
31.12.2011;41-Jährige;581744;573174;1154918
31.12.2011;42-Jährige;629955;615826;1245781
31.12.2011;43-Jährige;661704;646200;1307904
31.12.2011;44-Jährige;681421;665873;1347294
31.12.2011;45-Jährige;703638;685674;1389312
31.12.2011;46-Jährige;708958;687675;1396633
31.12.2011;47-Jährige;722224;702860;1425084
31.12.2011;48-Jährige;716915;698687;1415602
31.12.2011;49-Jährige;692770;679359;1372129
31.12.2011;50-Jährige;681686;672778;1354464
31.12.2011;51-Jährige;658318;651174;1309492
31.12.2011;52-Jährige;641076;634292;1275368
31.12.2011;53-Jährige;605312;600035;1205347
31.12.2011;54-Jährige;590934;588475;1179409
31.12.2011;55-Jährige;572971;574344;1147315
31.12.2011;56-Jährige;552415;560430;1112845
31.12.2011;57-Jährige;537623;554749;1092372
31.12.2011;58-Jährige;517896;539432;1057328
31.12.2011;59-Jährige;516469;539263;1055732
31.12.2011;60-Jährige;505374;528753;1034127
31.12.2011;61-Jährige;504199;528754;1032953
31.12.2011;62-Jährige;488439;510179;998618
31.12.2011;63-Jährige;446402;465029;911431
31.12.2011;64-Jährige;415921;438520;854441
31.12.2011;65-Jährige;360573;383150;743723
31.12.2011;66-Jährige;311783;339695;651478
31.12.2011;67-Jährige;415717;451702;867419
31.12.2011;68-Jährige;419615;457085;876700
31.12.2011;69-Jährige;402603;442821;845424
31.12.2011;70-Jährige;480974;539956;1020930
31.12.2011;71-Jährige;496958;568121;1065079
31.12.2011;72-Jährige;479613;558229;1037842
31.12.2011;73-Jährige;437250;516031;953281
31.12.2011;74-Jährige;396644;478768;875412
31.12.2011;75-Jährige;370645;460002;830647
31.12.2011;76-Jährige;344499;438410;782909
31.12.2011;77-Jährige;305868;399917;705785
31.12.2011;78-Jährige;233524;316284;549808
31.12.2011;79-Jährige;219102;308721;527823
31.12.2011;80-Jährige;208649;306544;515193
31.12.2011;81-Jährige;203389;313686;517075
31.12.2011;82-Jährige;182267;293571;475838
31.12.2011;83-Jährige;164421;276851;441272
31.12.2011;84-Jährige;134331;249722;384053
31.12.2011;85 Jahre und mehr;504926;1430815;1935741
31.12.2011;Insgesamt;39229947;41097953;80327900
31.12.2012;unter 1 Jahr;345987;328424;674411
31.12.2012;1-Jährige;341450;324398;665848
31.12.2012;2-Jährige;350534;333776;684310
31.12.2012;3-Jährige;345843;328157;674000
31.12.2012;4-Jährige;355497;338176;693673
31.12.2012;5-Jährige;355946;337377;693323
31.12.2012;6-Jährige;349430;330494;679924
31.12.2012;7-Jährige;354047;336208;690255
31.12.2012;8-Jährige;363634;345307;708941
31.12.2012;9-Jährige;364094;345772;709866
31.12.2012;10-Jährige;371262;351900;723162
31.12.2012;11-Jährige;380625;360084;740709
31.12.2012;12-Jährige;397086;377333;774419
31.12.2012;13-Jährige;398743;377762;776505
31.12.2012;14-Jährige;406763;386794;793557
31.12.2012;15-Jährige;419850;399231;819081
31.12.2012;16-Jährige;413981;392199;806180
31.12.2012;17-Jährige;401881;380842;782723
31.12.2012;18-Jährige;409325;387726;797051
31.12.2012;19-Jährige;427173;405897;833070
31.12.2012;20-Jährige;436659;418170;854829
31.12.2012;21-Jährige;457637;438410;896047
31.12.2012;22-Jährige;506959;485243;992202
31.12.2012;23-Jährige;504480;484370;988850
31.12.2012;24-Jährige;522826;499927;1022753
31.12.2012;25-Jährige;516186;492943;1009129
31.12.2012;26-Jährige;508240;489744;997984
31.12.2012;27-Jährige;492650;475815;968465
31.12.2012;28-Jährige;493215;476747;969962
31.12.2012;29-Jährige;496340;481999;978339
31.12.2012;30-Jährige;509069;495268;1004337
31.12.2012;31-Jährige;503976;496479;1000455
31.12.2012;32-Jährige;504384;499255;1003639
31.12.2012;33-Jährige;482236;476648;958884
31.12.2012;34-Jährige;476846;470965;947811
31.12.2012;35-Jährige;473924;467494;941418
31.12.2012;36-Jährige;464830;460737;925567
31.12.2012;37-Jährige;453873;447891;901764
31.12.2012;38-Jährige;459627;456664;916291
31.12.2012;39-Jährige;465095;461881;926976
31.12.2012;40-Jährige;507509;501782;1009291
31.12.2012;41-Jährige;562426;553128;1115554
31.12.2012;42-Jährige;584257;574871;1159128
31.12.2012;43-Jährige;632277;617164;1249441
31.12.2012;44-Jährige;663538;647571;1311109
31.12.2012;45-Jährige;682713;667014;1349727
31.12.2012;46-Jährige;704379;686405;1390784
31.12.2012;47-Jährige;709241;688004;1397245
31.12.2012;48-Jährige;722309;703098;1425407
31.12.2012;49-Jährige;716393;698645;1415038
31.12.2012;50-Jährige;691967;679132;1371099
31.12.2012;51-Jährige;680451;672380;1352831
31.12.2012;52-Jährige;656755;650605;1307360
31.12.2012;53-Jährige;639144;633395;1272539
31.12.2012;54-Jährige;603042;599063;1202105
31.12.2012;55-Jährige;588349;587365;1175714
31.12.2012;56-Jährige;569966;572893;1142859
31.12.2012;57-Jährige;548968;558701;1107669
31.12.2012;58-Jährige;533700;552881;1086581
31.12.2012;59-Jährige;513489;537307;1050796
31.12.2012;60-Jährige;511566;536691;1048257
31.12.2012;61-Jährige;500160;526007;1026167
31.12.2012;62-Jährige;498521;525646;1024167
31.12.2012;63-Jährige;482106;506993;989099
31.12.2012;64-Jährige;440203;461711;901914
31.12.2012;65-Jährige;409528;435041;844569
31.12.2012;66-Jährige;354444;379811;734255
31.12.2012;67-Jährige;306329;336545;642874
31.12.2012;68-Jährige;407759;447193;854952
31.12.2012;69-Jährige;411093;452372;863465
31.12.2012;70-Jährige;393870;437776;831646
31.12.2012;71-Jährige;469677;533179;1002856
31.12.2012;72-Jährige;484252;560362;1044614
31.12.2012;73-Jährige;465943;549981;1015924
31.12.2012;74-Jährige;423782;507450;931232
31.12.2012;75-Jährige;383067;469763;852830
31.12.2012;76-Jährige;356626;449952;806578
31.12.2012;77-Jährige;329803;427405;757208
31.12.2012;78-Jährige;291345;388458;679803
31.12.2012;79-Jährige;220938;305692;526630
31.12.2012;80-Jährige;205791;296941;502732
31.12.2012;81-Jährige;194328;293235;487563
31.12.2012;82-Jährige;187993;297883;485876
31.12.2012;83-Jährige;166713;276704;443417
31.12.2012;84-Jährige;148968;258276;407244
31.12.2012;85 Jahre und mehr;543095;1455792;1998887
31.12.2012;Insgesamt;39380976;41142770;80523746
31.12.2013;unter 1 Jahr;350282;332788;683070
31.12.2013;1-Jährige;351068;333269;684337
31.12.2013;2-Jährige;344706;327618;672324
31.12.2013;3-Jährige;353478;336633;690111
31.12.2013;4-Jährige;348767;330883;679650
31.12.2013;5-Jährige;358151;340856;699007
31.12.2013;6-Jährige;358017;339320;697337
31.12.2013;7-Jährige;351653;332667;684320
31.12.2013;8-Jährige;356195;338362;694557
31.12.2013;9-Jährige;365864;347475;713339
31.12.2013;10-Jährige;366240;347814;714054
31.12.2013;11-Jährige;373361;353805;727166
31.12.2013;12-Jährige;382694;361982;744676
31.12.2013;13-Jährige;399112;379174;778286
31.12.2013;14-Jährige;400750;379448;780198
31.12.2013;15-Jährige;408980;388627;797607
31.12.2013;16-Jährige;422872;401418;824290
31.12.2013;17-Jährige;416947;394253;811200
31.12.2013;18-Jährige;408153;385137;793290
31.12.2013;19-Jährige;418858;395252;814110
31.12.2013;20-Jährige;436867;415251;852118
31.12.2013;21-Jährige;446567;426913;873480
31.12.2013;22-Jährige;467865;446854;914719
31.12.2013;23-Jährige;518724;494482;1013206
31.12.2013;24-Jährige;515501;493007;1008508
31.12.2013;25-Jährige;533628;507705;1041333
31.12.2013;26-Jährige;526086;499767;1025853
31.12.2013;27-Jährige;517476;495944;1013420
31.12.2013;28-Jährige;501364;481596;982960
31.12.2013;29-Jährige;500818;482042;982860
31.12.2013;30-Jährige;503255;486678;989933
31.12.2013;31-Jährige;515210;499939;1015149
31.12.2013;32-Jährige;509577;500479;1010056
31.12.2013;33-Jährige;510197;503081;1013278
31.12.2013;34-Jährige;487231;480322;967553
31.12.2013;35-Jährige;481572;474474;956046
31.12.2013;36-Jährige;478577;470570;949147
31.12.2013;37-Jährige;469018;463710;932728
31.12.2013;38-Jährige;457821;450630;908451
31.12.2013;39-Jährige;463438;459295;922733
31.12.2013;40-Jährige;468173;464328;932501
31.12.2013;41-Jährige;510639;504019;1014658
31.12.2013;42-Jährige;565145;555059;1120204
31.12.2013;43-Jährige;586640;576696;1163336
31.12.2013;44-Jährige;634234;618966;1253200
31.12.2013;45-Jährige;665347;649023;1314370
31.12.2013;46-Jährige;683925;668124;1352049
31.12.2013;47-Jährige;704848;687004;1391852
31.12.2013;48-Jährige;709382;688428;1397810
31.12.2013;49-Jährige;722133;703380;1425513
31.12.2013;50-Jährige;715616;698830;1414446
31.12.2013;51-Jährige;690842;678865;1369707
31.12.2013;52-Jährige;678840;671885;1350725
31.12.2013;53-Jährige;654794;649900;1304694
31.12.2013;54-Jährige;636781;632505;1269286
31.12.2013;55-Jährige;600210;598011;1198221
31.12.2013;56-Jährige;585174;585935;1171109
31.12.2013;57-Jährige;566492;571272;1137764
31.12.2013;58-Jährige;544901;556882;1101783
31.12.2013;59-Jährige;529193;550822;1080015
31.12.2013;60-Jährige;508704;534936;1043640
31.12.2013;61-Jährige;506181;533996;1040177
31.12.2013;62-Jährige;494624;523143;1017767
31.12.2013;63-Jährige;492253;522229;1014482
31.12.2013;64-Jährige;475445;503439;978884
31.12.2013;65-Jährige;433448;457923;891371
31.12.2013;66-Jährige;402581;431202;833783
31.12.2013;67-Jährige;348044;376186;724230
31.12.2013;68-Jährige;300284;333074;633358
31.12.2013;69-Jährige;399393;442260;841653
31.12.2013;70-Jährige;402015;447112;849127
31.12.2013;71-Jährige;384523;432185;816708
31.12.2013;72-Jährige;457559;525888;983447
31.12.2013;73-Jährige;470617;551988;1022605
31.12.2013;74-Jährige;451644;540789;992433
31.12.2013;75-Jährige;409514;498126;907640
31.12.2013;76-Jährige;368683;459667;828350
31.12.2013;77-Jährige;341630;438833;780463
31.12.2013;78-Jährige;314317;415265;729582
31.12.2013;79-Jährige;276006;375694;651700
31.12.2013;80-Jährige;207639;294008;501647
31.12.2013;81-Jährige;192103;284116;476219
31.12.2013;82-Jährige;179748;278556;458304
31.12.2013;83-Jährige;171834;280616;452450
31.12.2013;84-Jährige;150781;258308;409089
31.12.2013;85 Jahre und mehr;587104;1481547;2068651
31.12.2013;Insgesamt;39556923;41210540;80767463
31.12.2014;unter 1 Jahr;367563;348856;716419
31.12.2014;1-Jährige;357015;338900;695915
31.12.2014;2-Jährige;356316;338053;694369
31.12.2014;3-Jährige;349198;331911;681109
31.12.2014;4-Jährige;357848;340751;698599
31.12.2014;5-Jährige;353123;334728;687851
31.12.2014;6-Jährige;361899;344281;706180
31.12.2014;7-Jährige;361652;342682;704334
31.12.2014;8-Jährige;355412;336078;691490
31.12.2014;9-Jährige;359878;341745;701623
31.12.2014;10-Jährige;369406;350616;720022
31.12.2014;11-Jährige;369612;350910;720522
31.12.2014;12-Jährige;376432;356637;733069
31.12.2014;13-Jährige;385989;364876;750865
31.12.2014;14-Jährige;402305;382051;784356
31.12.2014;15-Jährige;404519;382142;786661
31.12.2014;16-Jährige;414362;391637;805999
31.12.2014;17-Jährige;428231;404406;832637
31.12.2014;18-Jährige;426521;399698;826219
31.12.2014;19-Jährige;421020;394252;815272
31.12.2014;20-Jährige;432716;406457;839173
31.12.2014;21-Jährige;450035;424922;874957
31.12.2014;22-Jährige;459824;436098;895922
31.12.2014;23-Jährige;481990;456828;938818
31.12.2014;24-Jährige;533339;504119;1037458
31.12.2014;25-Jährige;528866;501825;1030691
31.12.2014;26-Jährige;546727;515448;1062175
31.12.2014;27-Jährige;537339;507022;1044361
31.12.2014;28-Jährige;528076;502548;1030624
31.12.2014;29-Jährige;511013;487962;998975
31.12.2014;30-Jährige;509925;487995;997920
31.12.2014;31-Jährige;510873;492174;1003047
31.12.2014;32-Jährige;522297;505038;1027335
31.12.2014;33-Jährige;516101;505079;1021180
31.12.2014;34-Jährige;516859;507740;1024599
31.12.2014;35-Jährige;492886;484850;977736
31.12.2014;36-Jährige;487057;478458;965515
31.12.2014;37-Jährige;483642;474312;957954
31.12.2014;38-Jährige;473637;467299;940936
31.12.2014;39-Jährige;462223;454252;916475
31.12.2014;40-Jährige;467677;462502;930179
31.12.2014;41-Jährige;471883;467300;939183
31.12.2014;42-Jährige;514066;506780;1020846
31.12.2014;43-Jährige;567973;557547;1125520
31.12.2014;44-Jährige;589545;579006;1168551
31.12.2014;45-Jährige;636515;620979;1257494
31.12.2014;46-Jährige;667294;650747;1318041
31.12.2014;47-Jährige;685436;669462;1354898
31.12.2014;48-Jährige;705545;687907;1393452
31.12.2014;49-Jährige;709406;689133;1398539
31.12.2014;50-Jährige;721521;703668;1425189
31.12.2014;51-Jährige;714491;698833;1413324
31.12.2014;52-Jährige;689365;678727;1368092
31.12.2014;53-Jährige;676981;671413;1348394
31.12.2014;54-Jährige;652446;649207;1301653
31.12.2014;55-Jährige;633996;631628;1265624
31.12.2014;56-Jährige;597118;596851;1193969
31.12.2014;57-Jährige;581600;584477;1166077
31.12.2014;58-Jährige;562594;569613;1132207
31.12.2014;59-Jährige;540425;554830;1095255
31.12.2014;60-Jährige;524440;548380;1072820
31.12.2014;61-Jährige;503398;532319;1035717
31.12.2014;62-Jährige;500343;531306;1031649
31.12.2014;63-Jährige;488275;519980;1008255
31.12.2014;64-Jährige;485673;518863;1004536
31.12.2014;65-Jährige;468215;499605;967820
31.12.2014;66-Jährige;426282;454034;880316
31.12.2014;67-Jährige;395698;427281;822979
31.12.2014;68-Jährige;341543;372468;714011
31.12.2014;69-Jährige;294231;329537;623768
31.12.2014;70-Jährige;390745;437094;827839
31.12.2014;71-Jährige;392647;441561;834208
31.12.2014;72-Jährige;375001;426336;801337
31.12.2014;73-Jährige;444900;518233;963133
31.12.2014;74-Jährige;456567;543130;999697
31.12.2014;75-Jährige;436973;531233;968206
31.12.2014;76-Jährige;394993;487891;882884
31.12.2014;77-Jährige;354121;449056;803177
31.12.2014;78-Jährige;326505;427041;753546
31.12.2014;79-Jährige;298913;402579;701492
31.12.2014;80-Jährige;260419;362291;622710
31.12.2014;81-Jährige;194658;281809;476467
31.12.2014;82-Jährige;178403;270703;449106
31.12.2014;83-Jährige;165283;263433;428716
31.12.2014;84-Jährige;156351;263352;419703
31.12.2014;85 Jahre und mehr;631277;1516319;2147596
31.12.2014;Insgesamt;39835457;41362080;81197537
31.12.2015;unter 1 Jahr;382551;362170;744721
31.12.2015;1-Jährige;380101;359977;740078
31.12.2015;2-Jährige;367786;347822;715608
31.12.2015;3-Jährige;366762;346995;713757
31.12.2015;4-Jährige;359093;340289;699382
31.12.2015;5-Jährige;367898;348965;716863
31.12.2015;6-Jährige;362274;342442;704716
31.12.2015;7-Jährige;371378;351988;723366
31.12.2015;8-Jährige;370501;349951;720452
31.12.2015;9-Jährige;363739;342778;706517
31.12.2015;10-Jährige;368339;348360;716699
31.12.2015;11-Jährige;377066;356632;733698
31.12.2015;12-Jährige;377366;356615;733981
31.12.2015;13-Jährige;384238;362053;746291
31.12.2015;14-Jährige;394959;370038;764997
31.12.2015;15-Jährige;414430;387785;802215
31.12.2015;16-Jährige;423269;388025;811294
31.12.2015;17-Jährige;433447;397595;831042
31.12.2015;18-Jährige;459532;413639;873171
31.12.2015;19-Jährige;458792;413450;872242
31.12.2015;20-Jährige;454777;410082;864859
31.12.2015;21-Jährige;462645;420269;882914
31.12.2015;22-Jährige;479967;438088;918055
31.12.2015;23-Jährige;490304;450279;940583
31.12.2015;24-Jährige;510875;470592;981467
31.12.2015;25-Jährige;564094;517414;1081508
31.12.2015;26-Jährige;555439;514168;1069607
